2.268895932550261886e-06,8.767240772967467566e-02,1.454362292764717693e-03,2.854974440887320108e-01,7.398869636046404540e-03,2.268895932550261886e-06,6.968006298455109437e-02,1.000605795213991150e-01,3.553317919966964694e-02,4.764681458355549961e-05,3.016746720878153987e-01,1.610916112110685804e-04,7.964051612844674777e-02,6.808956693583336287e-03,2.268895932550261886e-06,1.703940845345246636e-03,4.018214696546514031e-03,3.859391981267995455e-03,2.997211526898896101e-03,3.655191347338471695e-03,2.268895932550261886e-06,2.495785525805288414e-05,2.268895932550261886e-06,7.033577390905811847e-05,2.268895932550261886e-06,2.268895932550261886e-06,2.268895932550261886e-06,2.268895932550261886e-06,2.268895932550261886e-06,2.268895932550261886e-06,2.495785525805288414e-05,5.129973703496141894e-03,1.610916112110685804e-04,2.268895932550261886e-06,2.268895932550261886e-06,9.302473323456073734e-05,2.518474485130790829e-04,4.764681458355549961e-05,2.268895932550261886e-06,6.148707977211210389e-04,6.148707977211210389e-04,2.268895932550261886e-06,2.268895932550261886e-06,1.384026518855659615e-04,2.064695298620738181e-04,2.495785525805288414e-05,2.268895932550261886e-06,2.268895932550261886e-06,2.268895932550261886e-06,1.157136925600633562e-04,2.268895932550261886e-06,1.610916112110685804e-04,4.106701637915974421e-04
2.544858939147107701e-01,5.881211294278171769e-06,1.046326301365029382e-01,5.964136373527493401e-02,5.705363076579254150e-02,1.235054371798416080e-04,3.746919715584622751e-02,1.288573394576347265e-02,1.073967994448136731e-01,5.881211294278171769e-06,1.292749054595284663e-01,6.469332423705988861e-05,3.658701546170450153e-02,1.465009733404692288e-02,6.469332423705988861e-05,5.940023407220952276e-04,1.682673363405927380e-01,2.005493051348856276e-03,3.946292778460652392e-03,8.416013362112062524e-03,1.770244599577729507e-03,6.469332423705988861e-05,5.881211294278171769e-06,3.587538889509684042e-04,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,5.881211294278171769e-06,6.469332423705988861e-05,5.881211294278171769e-06
6.054597599405166231e-03,4.904224055518183745e-01,3.540700350529336763e-05,3.540700350529336763e-05,3.894770385582270846e-04,5.700527564352232852e-03,1.097617108664094383e-03,3.540700350529336763e-05,3.540700350529336763e-05,1.097617108664094383e-03,3.894770385582270846e-04,6.762737669511033854e-03,3.894770385582270846e-04,1.097617108664094383e-03,1.805757178769961573e-03,3.894770385582270846e-04,4.815706546754950357e-01,3.540700350529336763e-05,3.894770385582270846e-04,3.540700350529336763e-05,3.894770385582270846e-04,3.540700350529336763e-05,3.540700350529336763e-05,7.435470736111607880e-04,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05,3.540700350529336763e-05
3.348211736984425535e-01,4.453659827791128789e-02,1.089929569789228664e-04,5.190140808520136978e-06,2.616349981575000899e-02,5.190140808520136978e-06,1.477165975512916007e-01,2.147732167973717687e-01,2.616349981575000899e-02,5.190140808520136978e-06,4.573033066387092310e-02,5.709154889372150337e-05,1.264370202363590268e-01,5.039626725073052121e-03,5.190140808520136978e-06,2.704063361238991017e-03,1.007406330933758448e-02,1.100828865487120910e-02,3.165985893197282913e-04,2.127957731493255653e-04,5.709154889372150337e-05,3.326880258261406993e-03,5.761056297457350928e-04,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06,5.190140808520136978e-06
2.428162890579656230e-02,2.148623407870159929e-01,1.055264185388812048e-05,8.263773835779786303e-02,1.055264185388812048e-05,4.918586368097253164e-02,4.433164842818399648e-02,8.980298217658789703e-03,1.510083049291389805e-02,1.055264185388812048e-05,1.436214556314173094e-02,1.055264185388812048e-05,4.834165233266148054e-02,1.501746462226818124e-01,1.160790603927693286e-04,4.020556546331374020e-03,1.700030602661375956e-02,3.223937612781359596e-01,3.281871616559205174e-03,4.326583160094128549e-04,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.055264185388812048e-05,1.160790603927693286e-04
2.782015615184421295e-03,9.871668311944722333e-04,4.855065960692812876e-02,2.790989859104371293e-02,2.702144844296868742e-01,8.974243919949747206e-05,2.782015615184421295e-03,9.871668311944722333e-04,8.974243919949747206e-05,2.782015615184421295e-03,8.974243919949747206e-05,8.974243919949747206e-05,9.871668311944722333e-04,8.974243919949747206e-05,2.432020102306381437e-02,3.895719285650184882e-01,8.974243919949747206e-05,2.244458404379431615e-01,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05,8.974243919949747206e-05
5.963036525307440217e-01,1.280655309301477821e-02,2.623756011680962787e-06,1.815403022042174908e-01,1.264912773231392090e-02,8.133643636210983877e-05,2.623756011680962787e-06,1.280655309301477821e-02,2.022915885006022155e-03,6.848003190487312849e-04,1.167833800799196464e-02,5.509887624530021598e-05,4.654805540323195268e-02,2.232816365940499138e-03,2.886131612849058981e-05,5.092710418672747805e-03,2.101628565356450807e-03,6.194687943578752395e-03,6.693201585798135012e-03,3.521342943277019910e-02,2.623756011680962787e-06,1.338115565957290708e-04,2.886131612849058981e-05,5.735793017135751987e-02,3.961871577638253258e-04,8.684632398663986444e-04,7.372754392823505304e-04,5.066472858555938832e-03,2.387617970629675890e-04,3.699495976470157030e-04,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06,2.623756011680962787e-06
2.994389163149652200e-01,6.678230093467130146e-03,7.022323967893933898e-06,1.628547151394282022e-01,1.566680477237136423e-02,7.724556364683327796e-05,3.525908864279544280e-02,7.022323967893933898e-06,1.875030722667359040e-01,3.581385223625905526e-04,1.082140123452455041e-02,7.724556364683327796e-05,2.315330435454308611e-01,1.061073151548773234e-02,7.022323967893933898e-06,2.183942754015013536e-03,1.419211673911363950e-02,3.518184307914860864e-03,1.243653574714015560e-02,6.186667415714554655e-03,7.022323967893933898e-06,7.724556364683327796e-05,7.022323967893933898e-06,7.022323967893933898e-06,2.176920430047119492e-04,7.022323967893933898e-06,7.022323967893933898e-06,7.724556364683327796e-05,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06,7.022323967893933898e-06
1.797680723145224368e-02,6.363740762205598589e-01,1.232599107475751139e-04,2.894693928798643297e-03,3.468886059610328410e-03,8.421484585238051890e-06,2.274566427522022993e-03,2.673515120009981733e-02,7.655895077489137890e-07,1.082620122907738958e-02,3.223897417130676228e-03,6.966864520515114484e-05,7.373469108080563106e-02,8.912227459705103841e-03,7.655895077489137890e-07,6.966864520515114484e-05,2.763778122973578632e-04,3.813401338097339738e-03,2.080037789498101197e-01,7.357315169467060299e-04,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,1.607737966272718936e-05,8.421484585238051890e-06,8.421484585238051890e-06,8.421484585238051890e-06,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,4.141839236921623511e-04,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07,7.655895077489137890e-07
1.974035212520006480e-02,1.778410101369375205e-04,2.863240263204694380e-02,1.778410101369375205e-04,1.956251111506312861e-03,1.974035212520006480e-02,1.778410101369375205e-04,5.513071314245063595e-03,4.287746754401563498e-01,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,5.353014405121819808e-02,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,4.341099057442645015e-01,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04,1.778410101369375205e-04
